datetime,open,high,low,close,volume
2023-11-05,134.9749896006829,136.91050367129557,134.94035145934882,136.8579820208088,949796
2023-11-06,133.7359364470137,135.9755799848414,131.9199064336596,134.87512876268175,841140
2023-11-07,136.14066536524976,137.56298828159387,135.93532946377127,137.37059506452192,929517
2023-11-08,130.98742601876475,132.1922328619844,129.01130312637954,131.7709897941926,1160486
2023-11-09,131.7247843724834,133.8974870238764,130.9767693878584,132.44494482927158,995352
2023-11-10,133.82002062874608,135.66204688956904,132.88567000869637,135.50387504023308,1072655
2023-11-11,132.24649796462162,134.72976789077035,130.29758582200415,133.93478269086953,1026393
2023-11-12,133.8077074712116,135.2278998908247,132.38859900093053,134.99601767454595,1189967
2023-11-13,132.4651439158815,133.31064875824097,131.0013461556464,133.253339698307,870313
2023-11-14,131.42452517311392,133.75525360485423,131.13044289940783,132.06612119519974,1176671
2023-11-15,131.79909052555848,134.83401075734798,131.57546190871284,133.646095147749,883616
2023-11-16,136.13705367070665,137.57458398594943,135.96048595013508,137.53163478262448,860528
2023-11-17,138.59536621940438,140.2243917536791,137.55066302568002,139.7151315582686,936337
2023-11-18,133.2687011692443,135.13111998520156,132.58844397913515,133.57021113386037,929013
2023-11-19,137.2171848346443,138.5634090407653,135.55253027538845,137.6890997472951,817876
2023-11-20,136.27661428082757,137.11342633852135,134.91721134727075,136.3458294239259,894759
2023-11-21,134.95071968051914,136.87119033225355,134.36461462553046,136.30610663949065,893561
2023-11-22,135.55142421524488,138.18779238827784,133.58899332122365,136.62314515763757,1126179
2023-11-23,137.19695766165364,138.88106212093928,136.1781258043377,138.73736542661993,824564
2023-11-24,135.77661795434634,136.36775281430656,135.20653931990958,135.95541091834426,1000696
2023-11-25,137.02257063487104,139.22905517326635,136.97313250478575,137.79279655554575,1107957
2023-11-26,139.02780118248717,141.00635929643244,138.3430527155894,139.65037400860098,1025895
2023-11-27,138.8057603850848,139.7218112300063,137.27174529063268,139.40109166321423,858061
2023-11-28,134.146370216729,135.80004964247655,132.4396721852414,135.30333514262293,1061878
2023-11-29,137.38739905623757,140.81871746374208,135.47921012740895,139.24162782452552,1048689
2023-11-30,134.90163861168529,137.04988191490136,133.1685322122997,136.2583725032636,959277
2023-12-01,138.33349898913553,140.86134820447768,136.95475221166402,139.64723827308202,1070224
2023-12-02,136.03467045261064,138.15811679117527,134.73771311264755,136.71280148055467,953718
2023-12-03,137.81959472590518,140.51376279425403,137.5899250323576,139.4721307843309,1120796
2023-12-04,139.33309986010826,142.1090614347482,137.4390121313365,140.69301623149164,1173691
2023-12-05,140.2184975110522,141.95791068207532,140.15428546110016,141.15563979259454,953995
2023-12-06,138.60020678494854,140.93743343284922,137.43882767321654,139.51417953098164,1137171
2023-12-07,137.5098377811952,140.40512011451898,136.30023438943851,138.67614708658192,910555
2023-12-08,134.98737065624124,136.76334118942333,134.37546857719457,136.43144736020696,1147111
2023-12-09,136.97464592055323,139.44317400139676,136.76879005540792,137.80949193413946,934612
2023-12-10,139.1414126204581,142.5057476595255,139.13559373264758,140.73545174329766,872183
2023-12-11,137.57833029495748,138.9039164470404,136.71917798621573,138.6741498877454,939007
2023-12-12,133.01481547763927,134.31626300336487,132.8198533706483,133.9981597984375,890818
2023-12-13,137.24701275263024,138.39166667401585,137.226720432491,137.7357109626914,855891
2023-12-14,136.97565018209752,138.7679189455375,136.51421572283675,137.792659262023,1027847
2023-12-15,139.02207866037787,139.362034432164,138.3761939952724,139.28489281502198,822213
2023-12-16,134.18878624326462,135.27250686764404,132.76078349803555,134.54880441268196,1148436
2023-12-17,138.5460586889397,141.46298015047475,137.56697780708444,140.3360177073298,853926
2023-12-18,134.64770998598308,137.20017822901517,134.46127844622134,135.90023151295497,848527
2023-12-19,137.2433596197554,138.92559420215804,135.76822117810474,137.57103236230333,1131839
2023-12-20,134.4267119258462,136.0459666777517,132.52919838311558,135.95721321562883,1047027
2023-12-21,138.64294554165454,141.79332768556804,137.68691825664678,140.13589952021263,1090100
2023-12-22,136.94034972704154,139.85746789601464,136.35262178384724,138.40993900783647,1095090
2023-12-23,136.8046595190952,137.40169703842358,134.89764436875535,137.2059306174033,1115075
2023-12-24,139.41044530260237,140.59270973702183,138.1362560987125,140.17081784809648,835968
2023-12-25,140.17759275132872,141.74816963466193,139.7703521703505,141.2788800358746,805456
2023-12-26,136.4070021039769,139.54209228605006,135.5271334380254,138.18405928699804,1044367
2023-12-27,136.61185786684192,139.4336967454358,136.27245724302114,137.63754391209517,801784
2023-12-28,135.33417825596894,135.74425268015298,133.37428507965663,135.47865806833323,1120622
2023-12-29,135.6121180064786,138.05192028902886,133.72900784633876,136.3300915856444,929285
2023-12-30,138.55782503645736,139.0129933720926,138.26489655269535,138.61654224397336,1041047
2023-12-31,138.4952045527161,141.4492397679496,137.73802035237767,139.61486135284594,800699
2024-01-01,136.56031282116265,138.27295457910475,135.7256207752709,136.78649810137452,968876
2024-01-02,136.29632091178874,138.9762785094428,134.3606205350818,137.18793322332053,1132678
2024-01-03,133.40282116214468,135.5157493929772,133.3656571127355,135.35753904205168,938352
2024-01-04,138.8860152454686,141.88562844450956,138.06388270797393,140.08121153268718,849319
2024-01-05,132.80636624563573,135.87499856847427,130.96507097603362,134.5086535418648,851203
2024-01-06,135.73093801687907,137.61328108094287,135.48109643370304,136.19039837017033,1155259
2024-01-07,136.49876863070082,138.95732053792824,136.15398151137066,137.46942612652526,1014423
2024-01-08,137.09926523493527,138.2778280234959,135.37121659882726,137.55129969912937,1088358
2024-01-09,136.51684318966971,139.9106713654141,134.8656846455098,138.06469283849594,1110509
2024-01-10,132.26918982036258,134.70861147179878,131.61924900292442,133.46790100793447,1137428
2024-01-11,130.43450266784268,133.61184036072476,130.15579849214535,132.29884931421714,911369
2024-01-12,134.21332126589803,136.4309169366729,133.80216477015566,135.24046645786422,1184968
2024-01-13,136.03999359134227,137.9676927574353,135.1887372043334,136.0720932467853,891429
2024-01-14,134.17915833584857,136.2767708370391,132.25638537753576,135.31584475457245,887295
2024-01-15,133.9695865916428,135.14083408894405,132.74090120950422,134.4082981524313,1108018
2024-01-16,134.82940737200477,135.9151167484016,133.40562067974713,135.69967202186598,1109188
2024-01-17,132.80043145816524,135.01617740717555,131.1729053493593,134.42360477860157,951110
2024-01-18,132.5026714845463,135.18947197995243,131.4389548186133,133.2639284261111,1085794
2024-01-19,131.11919513605824,133.8889830588006,130.66469235862195,132.8680907162327,1138593
2024-01-20,127.36327406810872,131.25254445475593,127.08377196304956,129.29532002202035,1155884
2024-01-21,131.33590845279588,134.47046044779285,130.96077600916865,132.769126435389,924033
2024-01-22,129.05306281990636,130.12183253478085,128.58773404381952,129.88655470071075,1053121
2024-01-23,130.6476725482986,132.22226926947326,128.84806298740168,131.19380152447576,903690
2024-01-24,133.72490368392135,135.7673553156885,133.48230279664168,135.02950356679162,836060
2024-01-25,130.13278986055488,132.73859129036748,129.7031593575196,131.4050146873797,1059665
2024-01-26,130.6414205066031,132.06202005775066,128.861324685067,131.9698502224565,1000418
2024-01-27,130.50230843344815,133.78360773594795,129.69046902296486,131.9176451245936,941078
2024-01-28,131.29491101228797,131.7995758389834,130.68085672647916,131.71479366734113,818339
2024-01-29,129.77410015566062,131.88319917006484,128.1248907491281,131.66634895808892,825252
2024-01-30,131.32696038216528,132.65475304006236,131.13805570600925,131.53921117256596,874468
2024-01-31,127.1016186966474,130.04578309326374,126.60774012891935,128.968952022155,956791
2024-02-01,126.48236764075978,128.87051568381466,125.78921912392428,128.32951217222976,1138874
2024-02-02,128.49381821862804,129.53053816318643,128.4409262909208,129.28655895830784,898469
2024-02-03,131.13192256004,132.82814660496211,130.5517066227253,131.52867624217276,953451
2024-02-04,130.9522474967274,132.1952129220338,130.13754321207037,131.0389440646863,869209
2024-02-05,123.0237073592007,126.30052375411447,121.23106305208977,124.87516585630993,1079485
2024-02-06,124.33252076034991,125.97285205399787,123.11745873095902,125.758838144778,932651
2024-02-07,125.28409217845272,129.08772064188878,124.96431859015267,127.15695457530815,835808
2024-02-08,126.20376593470273,128.19720158412278,126.12889300234545,127.71074643703466,1085370
2024-02-09,130.03657134044371,132.31889735036594,129.93123544104796,131.14071856425085,1148246
2024-02-10,131.3723621844271,132.0752449513501,129.44044760121017,131.8064289436486,1134360
2024-02-11,126.13407973627956,128.81053822233184,124.87813239016555,127.9658561872066,1116616
2024-02-12,128.035022189967,129.967053318763,127.76801219944312,129.0521400786689,906501
2024-02-13,129.7644970785143,130.71312005838686,128.0102180703946,129.77302509747437,869808
2024-02-14,125.94233854367096,127.90180594446923,124.24536723525397,127.25013920081854,1149277
2024-02-15,127.4359150020286,129.1495774778692,125.56132279923708,128.6133410766924,838753
2024-02-16,130.27379651296062,131.1668411884605,130.14463669440207,130.5672317903753,918256
2024-02-17,129.7131697324212,131.2730328339299,128.28340207799772,130.93023435768393,981532
2024-02-18,123.52879852981243,125.05147245422094,121.64257050920767,124.24491950310694,993886
2024-02-19,126.64432924470417,128.77075395989658,125.98492147930507,127.77613941926325,1153701
2024-02-20,125.5942888647287,127.23456175015427,124.79859247987649,126.00503087769711,1093380
2024-02-21,124.35315007700636,126.54574623175948,122.58356770579498,125.95884916455799,1037373
2024-02-22,124.82573603738167,127.9252207757301,122.85692097361424,126.80571801260747,925256
2024-02-23,125.1234573161125,126.34290652379998,125.09676939100191,126.215054331934,1148260
2024-02-24,126.0589580068003,128.12349034677132,125.99041654238546,127.56218187441515,909009
2024-02-25,129.7080590484968,130.7091357057197,128.05200220161493,130.29448395285422,1066681
2024-02-26,123.35396334059249,125.70448720010445,121.5765534628859,124.39658349890982,899203
2024-02-27,125.66253245501937,126.12486860032763,123.85446416591421,125.8870824374374,875850
2024-02-28,124.24089567186212,126.68776399945716,123.24565918180632,125.75665135698996,1133478
2024-02-29,128.2678824789597,130.61511319099745,126.86427233971833,128.68361608848133,1176142
2024-03-01,123.25746898063218,126.43875946274211,122.30334213056496,124.85644924997493,1177698
2024-03-02,121.29662970980687,124.0747678229102,121.01302580698493,122.55796440538123,1019546
2024-03-03,121.96161951473219,124.07131263049658,121.83538863869651,122.13719878066523,1002255
2024-03-04,125.82864189233192,127.04297586076041,124.23424775719783,126.28447831420777,871662
2024-03-05,124.84893204315355,126.38735857127455,124.42310550098387,125.73059077696904,1058421
2024-03-06,122.14670378361978,125.27832276084732,121.51024144803185,123.67454701203415,1009449
2024-03-07,125.94471540414753,126.81189918347675,124.69513288743994,126.25267564528299,1157750
2024-03-08,125.91791868233608,126.70117694385752,124.75401997576658,126.5755733847029,1182669
2024-03-09,126.81680058118701,127.62858969308533,125.246350617238,127.27035940891336,1112731
2024-03-10,124.55974841826757,125.98778258799403,124.31549447578311,124.70801424133987,918421
2024-03-11,123.20238500838647,126.02857495584362,122.50750960467813,125.14273855570714,1196086
2024-03-12,123.59998153420155,126.00369550700711,121.66259373516111,125.28575208358349,840918
2024-03-13,123.15381306869037,125.29207168626773,122.27634787190696,123.32397001337795,1028774
2024-03-14,124.4457027285538,126.72496376457163,124.08115972861526,125.5076127364427,847569
2024-03-15,121.25006629361694,124.31471578045118,119.93878850598621,123.08415177251726,911296
2024-03-16,120.74033234947791,122.48271916097775,120.67328396477275,121.80756505923036,942038
2024-03-17,124.31901195445106,126.18667519622521,122.63209364113536,125.1334598246533,1004042
2024-03-18,123.54061374970352,125.26590492569395,122.64968716844338,123.57650830542578,883614
2024-03-19,127.2577699615836,129.52459597113895,126.58042436696915,127.56956245956755,906797
2024-03-20,126.48577809935294,127.20434423361657,124.98488574479063,127.1312784108808,1095418
2024-03-21,123.37405901781607,125.36534306897079,122.76058219217109,125.26480394729698,803144
2024-03-22,125.21000672205743,126.91147437813395,125.13785886420072,125.80220473119142,1151410
2024-03-23,129.53375343591588,131.22618795501614,128.10799208168473,130.12188144469624,1005422
2024-03-24,125.59209783222224,128.22127243683138,124.49947293670313,127.28993011944823,944392
2024-03-25,124.47726340269418,127.0956005141744,123.29423925375522,125.76491737434027,1147732
2024-03-26,129.59191401731533,131.21175654306901,128.43658743313208,129.912816904454,1108574
2024-03-27,122.02822893236066,122.89261195894225,121.75451592555444,122.78067790428221,1154852
2024-03-28,121.57867870006541,121.8256149606335,119.81762496359535,121.78413860974958,985604
2024-03-29,120.27872398336086,123.12598147967628,120.07195603264508,121.74051859024551,1145039
2024-03-30,120.24779713121623,123.40182301793995,120.03524240551563,122.17620676433604,816047
2024-03-31,122.92991396915527,125.81366474336221,122.23666226746306,124.79956377258873,1086028
2024-04-01,124.79656717542609,127.61380523283191,122.88267568979533,126.1209661243403,1059113
2024-04-02,122.20556806185361,124.3537498247207,121.00968407134552,123.16969895442136,947885
2024-04-03,125.49391862807265,127.71228570338441,123.65576001364317,126.53508615155242,1165353
2024-04-04,125.06255832116592,127.49278648288455,124.94944120703444,126.94696728802317,895653
2024-04-05,121.66203547061608,123.09156837645956,120.38397338005817,122.82825446062647,1076943
2024-04-06,122.77539896297968,124.2794928631978,121.8932390555058,123.62233598002848,1030919
2024-04-07,123.01294630261785,125.42766640052801,121.59857405690023,124.8410933956859,958500
2024-04-08,126.032065362216,127.71303446528812,124.33004822271509,127.27366990241748,1004543
2024-04-09,125.42131254558906,128.32027144783683,123.52585288355374,126.46144425561516,885616
2024-04-10,126.14537660155183,128.08991754048057,124.88030666650954,128.08253169633912,887382
2024-04-11,125.29158947941755,128.2972679433083,123.94258109259957,127.17470139562171,1120046
2024-04-12,122.45144534684357,123.751470375074,122.29585493971435,123.66303863609092,808907
2024-04-13,128.39035884208403,130.96035900903712,127.71700084282199,129.3523344450003,968532
2024-04-14,126.43814813779142,126.52719144199907,125.3221155702873,126.49847503913989,1083240
2024-04-15,123.56859296136972,126.48120599494479,122.28358717274594,125.05381615659212,1188890
2024-04-16,123.43581813801728,125.99077510131161,121.91890829393753,124.32629289868268,856788
2024-04-17,123.20068716363548,125.76864243862086,121.73296524189048,125.14359145992536,1056625
2024-04-18,125.6346278159267,127.0151415217967,124.76982638841721,125.86937396785937,1056251
2024-04-19,127.71174173021234,130.48689075475227,125.94937992439536,129.3269439816998,1063541
2024-04-20,124.55999602047592,127.14608844940122,123.95123111158254,126.04859717993405,1147267
2024-04-21,126.51780076587349,130.23964374386748,125.26022285687024,128.35931857079473,951000
2024-04-22,130.16094638771776,131.1280253115297,128.68981301368876,130.32468411344465,1054368
2024-04-23,126.86872949522315,129.02997827367287,126.28630463338453,127.07157497980201,1027696
2024-04-24,125.65848687845418,128.7852381771359,124.1740707884281,127.36683381914744,1049666
2024-04-25,127.46705296972789,129.53676534348807,126.41803884542612,128.0128739874655,955392
2024-04-26,127.75122825511501,129.55888983339221,127.29660606164106,128.89775860896356,1035704
2024-04-27,125.24062468564972,128.7312368876126,124.06265214047552,127.0929894438567,1159370
2024-04-28,131.06753686426947,133.0627679341083,129.39094695530338,131.28667684573128,1086455
2024-04-29,126.84969389997595,128.57926093928097,126.74110135023182,127.21894565193422,1007571
2024-04-30,130.51419159077705,132.82837364836774,128.71706437026785,130.87526973669463,900560
2024-05-01,124.23965588035736,126.8356064586127,122.95507760627876,125.6480946045703,919790
2024-05-02,128.3257308307539,130.3823803848324,127.74363917763014,129.62253845497565,817275
2024-05-03,129.1355109608652,132.16609730731818,128.08949331398625,131.04110143081255,1119873
2024-05-04,127.45275940965178,129.43454763538384,126.26415783032931,129.06715388172216,1120258
2024-05-05,128.65912815368168,131.66374437242715,127.21280301599751,129.9699495021386,973693
2024-05-06,128.84264120830076,131.54342931583787,127.28194106511378,130.6306189422708,907513
2024-05-07,129.33967023446405,132.18207370781056,128.33892134276678,130.30189692455116,1038428
2024-05-08,129.79358634056484,131.74927121269673,129.68041803891728,131.38958831173775,977577
2024-05-09,132.1257533990758,134.77108617120493,131.59041321188067,133.1468185649642,986573
2024-05-10,131.65392539408504,134.56029409499493,130.27573861964018,133.07528942136028,1107355
2024-05-11,128.1218997501904,131.23220168483545,127.17893849022845,129.81196788243682,848023
2024-05-12,136.0110203268698,136.49498524898726,134.5679000975546,136.234379767511,902933
2024-05-13,129.11158507941883,132.07962526687305,127.54244530206364,130.38951584180649,1039080
2024-05-14,131.2327130016789,132.73316649637005,129.41118864400028,132.02542985928955,1127178
2024-05-15,135.93774418872454,138.20248239804,135.4655750653285,136.97901824781516,964916
2024-05-16,136.02137091806588,137.73247206408047,134.39516108705797,136.19717790125182,986051
2024-05-17,135.99817395720115,137.49959696855083,135.2354887080808,137.25885349716714,941530
2024-05-18,136.17633876682228,138.4979849276728,134.9515570601722,137.95013047537995,800478
2024-05-19,135.46543227077217,138.37578816626404,133.62372829750169,137.4282871819383,1132982
2024-05-20,134.56007167114058,136.9273344447545,133.15085809181738,135.45305110619603,995614
2024-05-21,137.2839455547958,138.19361261804897,136.8804130076785,137.73321528881158,1168509
2024-05-22,138.0450396870563,139.31906337057103,138.03497183234796,138.1384883592486,1015958
2024-05-23,135.6046392846298,137.23232329134905,134.1480655399445,136.79325187800055,1132928
2024-05-24,138.5792159183194,139.88952954271608,138.3997137343036,139.81293639630135,932600
2024-05-25,136.1615954179422,138.08076436028372,134.2338232577653,137.09577435502652,839409
2024-05-26,142.0245980906624,143.82102519072328,141.36422927306012,142.31918694302541,1125797
2024-05-27,141.59992491577026,143.05778621376993,140.05189001742627,142.20956967692922,1136420
2024-05-28,140.36555203112036,142.94852901921814,139.9424914633278,141.802179898889,976482
2024-05-29,139.01934210526878,141.71085446585113,138.9986025506392,140.8594391744771,1003277
2024-05-30,140.15229367032927,142.2310356239157,138.44769278364683,141.6466181556551,913457
2024-05-31,143.63500463828302,144.2053564611918,143.23002023092167,143.80520387323244,1112661
2024-06-01,142.98647019091368,145.47402223220166,141.90422136549327,143.61134850076817,821044
2024-06-02,140.82130241677262,142.68340341747546,138.9774172891858,142.11923820932563,1033918
2024-06-03,142.41330460557904,144.9025243568028,141.71436187452343,143.0061570855093,881563
2024-06-04,143.31852784626287,144.84214532077652,142.28677715181598,144.504269767265,993669
2024-06-05,143.4082849960316,144.1064969044978,143.18123671699112,143.68339782115595,899060
2024-06-06,148.46592774277903,150.44938064002966,148.32263269174513,148.7387369347336,895632
2024-06-07,143.6724624232275,145.1353134841264,141.75451089202613,143.89850399896298,947985
2024-06-08,143.94099458463222,145.04671338704503,143.8633434799702,143.97609506717973,1058202
2024-06-09,144.24437329536704,145.6052592571913,142.42709598264486,145.585838470163,1162243
2024-06-10,148.91766931717945,150.63229371596094,148.20497130009286,150.42746986421025,1191036
2024-06-11,147.1206230998834,148.43622776934015,146.48089677080898,148.31977959178587,1001816
2024-06-12,147.06310097814364,149.37372667731677,146.7849070184327,147.38977233781847,880904
2024-06-13,149.1229019778289,151.22081670972702,148.36234282981965,149.75561418600483,805732
2024-06-14,148.1771292572623,149.40132974340412,147.55528488126154,149.04709580565387,1038650
2024-06-15,150.89338279384285,152.6327113319499,149.91196594346806,150.97047779767692,1007530
2024-06-16,152.4394244039427,154.4193597937486,151.40409191956175,152.83611393937244,1193626
2024-06-17,152.32791030739375,152.92048778397836,151.5474195920723,152.63683524465682,1150621
2024-06-18,153.2316320844192,154.63742134520652,151.87537919901,153.64206755122743,963438
2024-06-19,154.49218411666013,156.2015230657596,153.25287548483442,155.7274574025618,940959
2024-06-20,153.51134110085343,154.82378041325347,151.92305172366648,154.18695950517252,964422
2024-06-21,149.94001063140678,152.68246139765327,148.76876170634202,151.83340831985444,1066337
2024-06-22,151.0601181242522,152.40052552404822,150.63894892089374,152.1511544464911,1116988
2024-06-23,156.8563169650685,157.61927860189053,156.67571852909848,157.04039380285616,953687
2024-06-24,149.93312807759293,153.89421502807878,148.20794749152992,151.91229131237128,999778
2024-06-25,151.73708506337672,155.11886558692893,150.35351414769573,153.32463704894104,862881
2024-06-26,155.26569537273204,157.76731472289748,154.63501382754026,156.24578158165184,1043388
2024-06-27,160.62521784742228,163.23257820074886,160.29915706786556,162.3069511800843,1190658
2024-06-28,154.99653881713735,158.51970397202723,154.65135939352433,156.867316594914,1174467
2024-06-29,155.4814816102211,157.23805294734433,155.38485875475354,156.98705593874186,1060069
2024-06-30,159.30296554363608,161.93594672644943,158.71616950319248,160.42576073792395,889653
2024-07-01,159.56601840407419,161.9007506740561,159.5184024407638,159.99858181509452,1140348
2024-07-02,159.5325294550433,160.98042085820146,158.6398903796858,160.54429847795524,1120375
2024-07-03,162.90151862628758,162.97114279480607,161.09542276901712,162.93655432138465,907411
2024-07-04,160.0594317054068,163.41014075452028,160.01749465356227,161.76337797522893,1138788
2024-07-05,160.1520453293267,163.28293235292438,158.62647085081497,161.94744017654875,1194193
2024-07-06,159.6962463664883,162.0898883467055,159.45120814559039,161.55935408671928,942342
2024-07-07,159.18260797919714,161.8710912640141,159.01911007491384,160.83459284172426,863378
2024-07-08,164.11435762518704,166.225090529953,163.83723604193818,164.42672103495357,849285
2024-07-09,167.0429060965613,168.1008063585626,166.8817205638755,167.62940703114,1107603
2024-07-10,161.67304926176425,163.78702107395387,160.8594950742665,163.48741847168694,918483
2024-07-11,167.25698309668508,169.18310150980338,166.1631893372546,167.56755419640945,848719
2024-07-12,166.57350794573597,167.9589933376559,165.41749485999182,166.91357231484713,914738
2024-07-13,164.3296272180849,167.1043299471339,162.98251515918525,165.35085078180072,1087064
2024-07-14,168.7494394959009,169.35249790010957,167.84017689831506,169.1484973363398,1139088
2024-07-15,166.1792216633108,168.93554560538348,165.51692853231356,167.2639851955743,1071305
2024-07-16,169.79250662992217,171.35025700358776,168.56703091857526,170.60872550034796,1095627
2024-07-17,168.97776844649977,170.86688336866922,168.4858755595889,170.41089247540287,903704
2024-07-18,166.50799639635977,167.2539009018426,165.2667854159074,166.650659234953,1077047
2024-07-19,170.73531577636064,172.87857095365658,169.0586529780264,171.135371093811,1112439
2024-07-20,168.64299721832387,170.73311821447163,168.16827526214414,169.90887272108253,930587
